title,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
The Blacklist: Redemption,"['Jon Bokenkamp', 'John Eisendrath', 'J.R. Orci', '1 more credit', 'Famke Janssen', 'Ryan Eggold', 'Edi Gathegi']","['Official Site', 'USA', 'English', 'New York City, New York, USA', 'The Johns 1', 'Stereo', 'Color']",1,7.2,5361.0,"['action', 'crime', 'drama']",43 min,"Undercover operative Tom Keen joins forces with Susan ""Scottie"" Hargrave, the brilliant and cunning chief of Grey Matters, a covert mercenary organization that solves problems governments don't dare touch. While on the hunt for his wife's attacker, Tom secretly discovered that Scottie is actually his biological mother, which drew him closer to her. Now, as they team up to employ their unique skills and resources in a dangerous world of deadly criminals, Tom begins his own mission to find out more about his shadowy past.","Covert operative Tom Keen joins forces with Susan ""Scottie"" Hargrave, the brilliant and cunning chief of a covert mercenary organization that solves problems that are too dangerous for the government."
The Bob Newhart Show,"['David Davis', 'Lorenzo Music', 'Bob Newhart', 'Suzanne Pleshette', 'Bill Daily']","['USA', 'English', '430 N. Michigan Avenue, Near North Side, Chicago, Illinois, USA', 'MTM Enterprises', 'Mono', 'Color']",6,8.1,4244.0,"['actor name in series title', 'psychologist', 'dentist', 'secretary', 'redhead', 'comedy']",30 min,Bob is a successful Chicago psychologist who shares secretary Carol with Dentist Jerry. Part of the show revolves around his (usually comic) dealings with his patients. The rest involves his school teacher wife Emily and others in their apartment building.,"The professional and personal misadventures of a psychologist and his family, patients, friends and colleagues."
The Bold and the Beautiful,"['William J. Bell', 'Lee Phillip Bell', 'Katherine Kelly Lang', 'Ronn Moss', 'Susan Flannery']","['CBS', 'USA', 'English', 'Monte Carlo, Monaco', 'Bell-Phillip Television Productions', 'Dolby Digital', 'Color']",2019,3.6,6505.0,"['male female relationship', 'marriage', 'adultery', 'scolding', 'rascal', 'drama', 'romance']",30 min,"The saga of the rich Forresters and the poor Logans is told against the backdrop of the fashion world in Los Angeles. Forrester Creations is the premiere fashion house in the city, thanks to the designing brilliance of Eric Forrester and the money and social grace of his wife, Stephanie Forrester. The ups and downs of their on-again, off-again marriage parallel the stormy lives of all their children, who have shared lovers and spouses with one another and even with their own father. Ridge Forrester is the arrogant oldest son (whose paternity will eventually be called into question); Thorne, the oft-neglected younger son; Kristen, the sweet but sexually-frigid older daughter; Felicia, the wild child. At the center of many of these storms is the Logan family. Beth Logan, the matriarch, has always carried a torch for Eric. Her three daughters include Brooke, the willful and sexually promiscuous oldest; Donna, the ditsy model; and Katie, who has always felt overshadowed by her more ...","The saga of high fashion glamour, honor, romance, passion, and most importantly, family."
The Bold Type,"['Sarah Watson', 'Katie Stevens', 'Aisha Dee', 'Meghann Fahy']","['Official site', 'USA', 'English', 'Montreal, Québec, Canada', 'Canada Film Capital', 'Color']",3,8.1,6861.0,"['lesbian relationship', 'female protagonist', 'female sexuality', 'editor in chief', 'cosmopolitan magazine', 'drama']",45 min,"""The Bold Type"" is inspired by the life of ""Cosmopolitan"" editor in chief, Joanna Coles. The show is a glimpse into the outrageous lives and loves of those responsible for a global women's magazine. Their struggles are about finding your identity, managing friendships and getting your heart broken, all while wearing the perfect jeans to flatter any body type.","""The Bold Type"" is inspired by the life of ""Cosmopolitan"" editor in chief, Joanna Coles. The show is a glimpse into the outrageous lives and loves of those responsible for a global women's "
The Boondocks,"['Aaron McGruder', 'Regina King', 'John Witherspoon', 'Gary Anthony Williams']","['Sony Pictures [United States]', 'USA', 'English', 'Adelaide Productions', 'Stereo', 'Color']",4,8.4,24438.0,"['topical humor', 'shock humor', 'stereotype', 'satire', 'controversy', 'animation', 'action', 'comedy', 'drama']",22 min,"Based on the original comic strip Boondocks, Two young brothers (Huey and Riley) move away from their birth city to live with their irascible grandfather out in the suburbs. With one brother being socially and politically motivated and the younger brother a stereotypical black youth who likes rap music and culture etc Biting socio-political commentary ensues when they meet a whole cast of crazy exaggerated characters set in a mainly white middle upper class neighbourhood.","Based on the comic strip, Huey and Riley move away from the city and out to the suburbs with their irascible grandfather. Biting socio-political commentary ensues."
The Borgias,"['Neil Jordan', 'Jeremy Irons', 'François Arnaud', 'Holliday Grainger']","['Official Facebook', 'USA', 'English', 'Tata, Hungary', 'Showtime Networks', 'Dolby Digital', 'Color']",3,7.9,45088.0,"['homosexual killer', 'brother sister sex', 'priest having sex with a woman', 'melodrama', 'incest relationship', 'crime', 'drama', 'history', 'romance']",50 min,"The rise to power, and start of a dynasty, of the Borgia family. Rodrigo Borgia ascends within the Catholic Church, becoming Pope Alexander VI. The position brings with it many enemies, internal and state-based, and he has to use all of his abilities of diplomacy, ruthlessness, charm, and the power of the church to stay in power, and alive. Luckily, his children are equally ambitious.","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
The Brady Bunch,"['Sherwood Schwartz', 'Robert Reed', 'Florence Henderson', 'Ann B. Davis']","['USA', 'English', 'Studio City, Los Angeles, California, USA', 'Paramount Television', 'Mono', 'Color']",5,6.7,10891.0,"['1970s', '1960s', 'family character name in series title', 'housekeeper', 'large family', 'comedy', 'family']",30 min,"The marriage of architect Mike Brady and homemaker Carol Martin née Tyler will be the second for both. They have the issue of blending their two already large families, Mike who has three children and Carol who has three children. One additional issue is that the Brady household was testosterone laden with Mike's children being three boys - Greg, Peter and Bobby - and the Martin household was estrogen laden with Carol's children being three girls - Marcia, Jan and Cindy. The six children not only have their usual issues in growing from children to teenagers, and in this situation in getting used to a new parent and new siblings, but also interacting with new siblings whose mentality generally reflects their specific gender, which more often than not is totally foreign to them. Mike and Carol also have the new roles of parent to daughters and sons respectively. Add to the mix the girls' cat Fluffy, the boys' dog Tiger, and Mike's longtime housekeeper Alice, and the collective new Brady...",The misadventures of a large family united when a widower and a widow marry.
The Brak Show,"['Jim Fortier', 'Andy Merrill', 'Pete Smith', 'Andy Merrill', 'C. Martin Croker', 'George Lowe']","['Adult Swim', 'USA', 'English', 'Primal Screen', 'Color']",3,7.2,3183.0,"['sitcom', 'villain', 'villain played by lead actor', 'laugh track', 'spin off', 'animation', 'comedy', 'sci-fi']",15 min,"""The Brak Show is a story of a neighborhood. It's the story of a family. It's the story of what happens when adults have children and those children go to school. And Brak is in it. He lives in a house. A house on a quiet street not unlike yours or mine. A house in a neighborhood. That's The Brak Show."" So goes Cartoon network's description of the new sitcom starring Brak, the absent-minded space pirate from the Space Ghost cartoons. He goes through the all the typical sitcom situations with his friend Zorak. Also along for the ride are Brak's parents, his brother Sisto, and his next-door neighbor Thundercleese.",Former 'Space Ghost' villains Brak and Zorak live their lives in sitcom form.
The Brave,"['Dean Georgaris', 'Anne Heche', 'Mike Vogel', 'Tate Ellington']","['USA', 'English', 'Dune Films', 'Stereo', 'Color']",1,7.5,7422.0,"['action', 'drama', 'thriller', 'war']",43 min,The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.,The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.
The Break with Michelle Wolf,"['Michelle Wolf', 'D.J. Jer-z', 'Michael Hartney']","['Netflix page', 'USA', 'English', 'Cats in Pants']",1,5.2,1662.0,['comedy'],0,Comedian Michelle Wolf riffs on the latest topics and trends of the day.,Comedian Michelle Wolf riffs on the latest topics and trends of the day.
The Brink,"['Kim Benabib', 'Roberto Benabib', 'Jack Black', 'Tim Robbins', 'Pablo Schreiber']","['USA', 'English', 'Everyman Pictures', 'Dolby Digital', 'Color']",1,7.8,12278.0,['comedy'],30 min,"A new half hour comedy series, The BRINK focuses on a geopolitical crisis which tie three men together. The US Secretary of State - Walter Larson (Tim Robbins); a lowly Foreign Service Officer - Alex Talbot (Jack Black); and an ace Navy Fighter Pilot, Zeke Tilson (Pablo Schreiber). These three men must somehow pull through the chaos around them to save the planet from World War III.",Top U.S. government and military scramble to prevent World War 3 from happening amidst the chaos of a geopolitical crisis.
The Bugs Bunny and Tweety Show,"['Mel Blanc', 'Julie Bennett', 'Jeff Bergman']","['USA', 'English', 'Warner Bros. Television', 'Mono', 'Color']",7,7.9,2263.0,"['bugs bunny', '1980s', '1990s', '2000s', 'animal character names in series title', 'animation', 'family', 'comedy']",0,"Bugs Bunny, Tweety Bird, and all their cartoon friends, with the exception of Speedy Gonzales, are featured in this long-running series consisting of classic theatrical cartoons, often severely edited for violent or ethnically sensitive content.","Bugs Bunny, Tweety Bird, and all their cartoon friends, with the exception of Speedy Gonzales, are featured in this long-running series consisting of classic theatrical cartoons, often "
The Bugs Bunny Show,"['Mel Blanc', 'June Foray', 'Jim Backus']","['USA', 'English', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'American Broadcasting Company (ABC)', 'Mono', 'Black and White']",3,8.6,27934.0,"['bugs bunny', 'rabbit', 'tasmanian devil', 'compilation', 'surrealism', 'animation', 'comedy']",25 min,"Bugs Bunny, the famous, Oscar-winning cartoon rabbit, hosts his first weekly television series, along with all his fellow Warner Brothers cartoon stars, including Daffy Duck, Porky Pig, Elmer Fudd, Yosemite Sam, the Tasmanian Devil, Tweety Bird, Sylvester Cat, the Road Runner, Wile E. Coyote, Pepe Le Pew, Foghorn Leghorn, and Speedy Gonzales. Each episode features three theatrical cartoons introduced by Bugs and/or the other characters, and often with a unifying idea, or theme. Many episodes feature Bugs as a lecturer on such subjects as cats, dogs, birds, and humans, and offering classic Warner Brothers cartoon footage to comically illustrate his points.","Bugs Bunny, the famous, Oscar-winning cartoon rabbit, hosts his first weekly television series, along with all his fellow Warner Brothers cartoon stars, including Daffy Duck, Porky Pig, "
The Bugs Bunny/Road Runner Hour,"['Mel Blanc', 'Jim Backus', 'Bea Benaderet']","['USA', 'English', 'Warner Bros. Television', 'Mono', 'Color']",0,8.6,7829.0,"['bugs bunny', 'road runner', '1960s', '1970s', 'cat', 'animation', 'comedy']",50 min,"Bugs Bunny and all his cartoon friends are stage performers entertaining audiences with 7 features per show, all of which are classic theatrical cartoons from the 1940s, 1950s, and 1960s. Brief interaction sequences on stage between characters was often intercut between the features. All shows began with Bugs and Daffy Duck singing ""This is It"" and a procession of cartoon stars marching across the stage. Then, a Road Runner song would play, accompanied by clips from his cartoons. All characters appeared at some point in the series, though the ones most frequently seen were Bugs, the Road Runner, Wile E. Coyote, Yosemite Sam, Elmer Fudd, Tweety Bird, Sylvester Cat, Sylvester Junior, Hippety Hopper (the ""Giant Mouse""), and Foghorn Leghorn.","Bugs Bunny and all his cartoon friends are stage performers entertaining audiences with 7 features per show, all of which are classic theatrical cartoons from the 1940s, 1950s, and 1960s. "
The Cape,"['Tom Wheeler', 'David Lyons', 'Keith David', 'Summer Glau']","['NBC [United States]', 'USA', 'English', 'BermanBraun', 'Stereo', 'Color']",1,5.8,8088.0,"['character name as series title', 'the cape character', 'cape the garment', 'superhero costume', 'comic book hero', 'action', 'drama']",60 min,"Vince Faraday is a cop who has been framed for murder, leading him to fall off the grid and become the super hero known only as ""The Cape.""","Vince Faraday is a cop who has been framed for murder, leading him to fall off the grid and become the super hero known only as ""The Cape."""
The Carmichael Show,"['Jerrod Carmichael', 'Willie Hunter', 'Ari Katcher', '1 more credit', 'Jerrod Carmichael', 'Amber Stevens West', 'Lil Rel Howery']","['USA', 'English', 'Morningside Entertainment', 'Stereo', 'Color']",3,7.6,2467.0,['comedy'],21 min,Follows stand-up comedian Jerrod Carmichael as he navigates through life with his therapist in-training girlfriend and his heavily opinionated family.,Follows stand-up comedian Jerrod Carmichael as he navigates through life with his therapist in-training girlfriend and his heavily opinionated family.
The Carol Burnett Show,"['Carol Burnett', 'Vicki Lawrence', 'Harvey Korman']","['USA', 'English', 'Ed Sullivan Theater - 1697 Broadway, Manhattan, New York City, New York, USA', 'Burngood', 'Mono', 'Color']",11,8.8,4177.0,"['actress name in series title', 'redheaded woman', 'variety show', 'audience participation', 'four word title', 'comedy', 'family']",0,Television show featuring skits by Carol Burnett and her comedy troupe.,Television show featuring skits by Carol Burnett and her comedy troupe.
The Carrie Diaries,"['Amy Harris', 'AnnaSophia Robb', 'Austin Butler', 'Ellen Wong']","['USA', 'English', 'Silvercup Studios East, Long Island City, Queens, New York City, New York, USA', 'Fake Empire', 'Stereo', 'Color']",2,7.1,24585.0,"['high school', 'friendship', '1980s', 'scolding', 'rascal', 'comedy', 'romance']",42 min,"Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan.","Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan."
The Catch,"['Kate Atkinson', 'Helen Gregory', 'Allan Heinberg', '1 more credit', 'Mireille Enos', 'Peter Krause', 'Jay Hayden']","['USA', 'English', 'Los Angeles, California, USA', 'Shondaland', 'Stereo', 'Color']",2,7.2,9521.0,"['crime', 'drama', 'romance', 'thriller']",43 min,Follows a female private investigator whose career specialty is exposing fraud for a living. She is drawn to a man whose career appears to be committing fraud for a living.,Follows a female private investigator whose career specialty is exposing fraud for a living. She is drawn to a man whose career appears to be committing fraud for a living.
The Catherine Tate Show,"['Catherine Tate', 'Mathew Horne', 'Niky Wardley']","['UK', 'English', 'Tiger Aspect Productions', 'Stereo', 'Color']",3,7.2,3185.0,"['female protagonist', 'chav', 'performer name in title', 'joke', 'comedienne', 'comedy']",30 min,Sketches by Catherine Tate and her comedy troupe.,Sketches by Catherine Tate and her comedy troupe.
The Chaser's War on Everything,"['Julian Morrow', 'Andrew Hansen', 'Chris Taylor']","['Australia', 'English', 'ABC Ultimo Centre, Sydney, New South Wales, Australia', 'Australian Broadcasting Corporation (ABC)', 'Color']",3,8.5,2471.0,"['doctor who', 'australian doctor who', 'punctuation in title', 'apostrophe in title', 'comedy']",0,"The show features sketches mocking social and political issues, and often feature comedic publicity stunts.","The show features sketches mocking social and political issues, and often feature comedic publicity stunts."
The Chi,"['Lena Waithe', 'Jason Mitchell', 'Jacob Latimore', 'Ntare Guma Mbaho Mwine']","['Showtime', 'USA', 'English', 'Chicago, Illinois, USA', 'Fox 21 Television Studios', 'Stereo', 'Color']",3,7.5,2842.0,"['south side chicago', 'drama']",60 min,"The Chi (short for Chicago) follows the lives of Emmett, Brandon, Ronnie and Kevin in the South Side neighborhood of Chicago after a fateful turn of events sends shock waves through the community but also connects them in unexpected ways.","The Chi (short for Chicago) follows the lives of Emmett, Brandon, Ronnie and Kevin in the South Side neighborhood of Chicago after a fateful turn of events sends shock waves through the community but also connects them in unexpected ways."
The Chicago Code,"['Shawn Ryan', 'Jason Clarke', 'Jennifer Beals', 'Matt Lauria']","['USA', 'English', 'Chicago Studio City - 5660 W. Taylor Street, Austin, Chicago, Illinois, USA', 'MiddKid Productions', 'Dolby Digital', 'Color']",1,7.7,7663.0,"['corruption', 'crime investigation', 'title at the end', 'uncle niece relationship', 'city name in title', 'action', 'crime', 'drama']",44 min,"Series follows the vendetta between an honest (female) police superintendent, Teresa Colvin and a corrupt Alderman named Gibbons, as she tries to prove Gibbons has ties to some criminals. And at the center is Cole's point man Jarek Wysocki, probably the most honest cop in the Chicago PD, who tries to clean up the city as well.","Detective Jarek Wysocki, one of Chicago's toughest cops, struggles to clean up the town's violence and corruption."
The Cleaner,"['Robert Munic', 'Jonathan Prince', 'Grace Park', 'Benjamin Bratt', 'Amy Price-Francis']","['Official site', 'USA', 'English', 'Los Angeles, California, USA', 'CBS Paramount Network Television', 'Stereo', 'Color']",2,7.1,1619.0,"['addiction', 'recovering drug addict', 'marriage', 'father son relationship', 'father daughter relationship', 'drama']",60 min,A guy transforms his life by taking control over his addictions and using his story to help others.,A guy transforms his life by taking control over his addictions and using his story to help others.
The Cleveland Show,"['Richard Appel', 'Mike Henry', 'Seth MacFarlane', 'Mike Henry', 'Sanaa Lathan', 'Kevin Michael Richardson']","['USA', 'English', 'Los Angeles, California, USA', 'Persons Unknown Productions', 'Dolby', 'Color']",4,5.6,36614.0,"['neighbor', 'ethnic comedy', 'hometown', 'husband wife relationship', 'family home', 'animation', 'comedy']",22 min,"This FOX animated comedy is a spin-off of the much-loved series Family Guy. The series features the adventures of Peter Griffin's neighbor Cleveland Brown. Many years ago, Cleveland made a promise to his old high school sweetheart, Donna. Cleveland, along with Cleveland Junior, move to Stoolbend, VA to start a new life with Donna and her two children.","The adventures of the Family Guy (1999) neighbor and former deli owner, Cleveland Brown."
The Client List,"['Jordan Budde', 'Suzanne Martin', 'Jennifer Love Hewitt', 'Loretta Devine', 'Colin Egglesfield']","['Official site', 'USA', 'English', 'Jaffe / Braunstein Enterprise', 'Stereo', 'Color']",2,6.7,10197.0,"['single mother', 'double life', 'abandonment', 'financial debt', 'massage parlor', 'drama']",42 min,"Riley is a single mother living in a small Texas town and leading a shocking double life. Her secret would send shockwaves through the community and possibly land her in jail if it was ever exposed. Riley's taken a job at a seemingly traditional day spa, but soon realizes that the parlor offers a little more than just massage therapy. It's not the happy ending she was expecting but it does open her eyes to a world she's never seen before.",Riley is a single mother living in a small Texas town and leading a shocking double life.
The Closer,"['James Duff', 'Kyra Sedgwick', 'J.K. Simmons', 'Corey Reynolds']","['TNT', 'USA', 'English', 'Santa Clarita, California, USA', 'The Shephard/Robin Company', 'Dolby Digital', 'Color']",7,7.6,21076.0,"['strong female character', '21th century', 'police', 'woman', 'lapd', 'crime', 'drama', 'mystery']",46 min,"Deputy Police Chief Brenda Leigh Johnson, formerly Atlanta police officer and CIA-trained interrogator, is given the opportunity to run her own division of elite officers of the Los Angeles Police Department. Her unusual procedure for obtaining confessions, blatant disregard for politics, and southern accent make her a marked woman. However, with all the bluster and bravado, she still maintains her title, The Closer.","Deputy Police Chief Brenda Johnson runs the Priority Homicide Division of the LAPD with an unorthodox style. Her innate ability to read people and obtain confessions helps her and her team solve the city's toughest, most sensitive cases."
The Colbert Report,"['Stephen Colbert', 'Ben Karlin', 'Jon Stewart', 'Stephen Colbert', 'Jay Katsir', 'Jon Stewart']","['Colbert Nation', 'USA', 'English', 'Busboy Productions', 'Stereo', 'Color']",11,8.4,36680.0,"['2000s', '2010s', 'three word series title', 'actor name in series title', 'surname in series title', 'comedy', 'news', 'talk-show']",30 min,"An offshoot of The Daily Show (1996), The Colbert Report (the Ts in Colbert and in Report are silent) is a parody of shows like ""The O'Reilly Factor"". Colbert begins the show with teasers about the show's content and then the credits go by, with a giant eagle and the stars and stripes featured predominantly. Colbert will pepper commentaries with phrases like, ""Look, I don't have time to read books"", or, ""President Bush isn't a head thinker, he's a gut thinker."" Aspects of talking head programs are exaggerated and Colbert presents a host overwhelmed by his own importance. Guests do not walk on-stage but are seated at a small table to the side. Colbert runs over to them, encouraging the audience to applaud and high five him as he passes. He is then likely to begin an interview by asking a guest something like, ""Explain evolution in twenty seconds"", or ""Isn't everyone who disagrees with the President guilty of treason?"" Colbert is also very clear about our number one threat, ""Bears"". His...","Satirical newscaster Stephen Colbert provides humorous commentary on the big issues going on in the United States and the rest of the world, with his larger-than-life ego and overly-patriotic spirit along with him every step of the way."
The Collection,"['Oliver Goldstick', 'Richard Coyle', 'Mamie Gummer', 'Tom Riley']","['UK', 'English', 'Wales, UK', 'Lookout Point Ltd.', 'Color']",1,7.1,1639.0,"['drama', 'history', 'romance']",60 min,"THE COLLECTION is a gripping entrepreneurial fable set in France just after the Second World War. An ambitious designer is tasked to restore Paris' supremacy as the haute couture capital. His fresh vision will usher in a new romantic era lifting the post-war gloom and paving the way for optimism and romance. But can this business, spearheaded by two clashing brothers survive meteoric success? Dark secrets threaten to topple this empire at any moment; internal rivalries and betrayals, hateful bargains made to survive the Nazi occupation, and the twisted secret behind the master's success. The staff of the atelier survived one devastating war, but another looms, where personal battles and passionate love stories set family against family and the past against the future.","A gripping family drama and entrepreneurial fable, set in a post-war Paris fashion house. It exposes the grit behind the glamour of a rising business, spearheaded by two clashing brothers."
The Colony,"['Michael Raines', 'Joey Sciacca', 'John Valencia']","['Official site', 'USA', 'English', 'Original Productions', 'Color']",2,7.8,1758.0,"['urban setting', 'sanctuary', 'survival', 'reality-tv']",0,A group of strangers gathered for three months to test out the concept of rebuilding civilization.,A group of strangers gathered for three months to test out the concept of rebuilding civilization.
The Comeback,"['Michael Patrick King', 'Lisa Kudrow', 'Lisa Kudrow', 'Lance Barber', 'Robert Michael Morris']","['HBO [United States]', 'USA', 'English', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Home Box Office (HBO)', 'Stereo', 'Color']",2,8.0,5506.0,"['woman', 'camera', 'actress', 'acting', 'tv studio', 'comedy']",0,"Valerie Cherish is a D list actress who was an A lister back in the early 90s. Now, she has become unemployed, married, and has a much harder time getting recognized in the Hollywood scene. Valerie is now embarking on making a comeback with a camera crew documenting her trials and triumphs of her journey on doing so.",An ex A-list celebrity attempts to rekindle the flame of her once prominent acting career with nothing but a camera crew and some determination.
The Comedians,"['Larry Charles', 'Billy Crystal', 'Matt Nix', '1 more credit', 'Billy Crystal', 'Josh Gad', 'Stephnie Weir']","['Official site', 'USA', 'English', 'FX Network', 'Color']",1,6.7,1705.0,"['comedian', 'mockumentary', 'self referential', 'actor playing himself', 'based on tv series', 'comedy']",22 min,"A veteran comedian is reluctantly paired with a younger, edgier comedian for a late-night comedy sketch show.","A veteran comedian is reluctantly paired with a younger, edgier comedian for a late-night comedy sketch show."
The Commish,"['Stephen J. Cannell', 'Stephen Kronish', 'Michael Chiklis', 'Theresa Saldana', 'Kaj-Erik Eriksen']","['Canada', 'English', 'North Shore Studios, North Vancouver, British Columbia, Canada', 'ABC Productions', 'Stereo', 'Color']",5,7.1,1577.0,"['police', 'comedy', 'crime', 'drama', 'mystery']",0,"Slightly offbeat television police comedy-drama. Tony Scali is the Police Commissioner in a small town, where solutions to difficult situations often require considerable creativity. Tony's easygoing manner and clever intellect are much more useful to him than weapons or brute force in his fight against crime.","Slightly offbeat television police comedy-drama. Tony Scali is the Police Commissioner in a small town, where solutions to difficult situations often require considerable creativity. Tony's"
The Conners,"['Dave Caplan', 'Bruce Helford', 'Bruce Rasmussen', '1 more credit', 'John Goodman', 'Laurie Metcalf', 'Sara Gilbert']","['Official Facebook', 'USA', 'English', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Werner Entertainment', 'Stereo', 'Color']",2,5.1,5819.0,"['two word title', 'spin off', 'comedy']",30 min,"Follow-up to the comedy series Roseanne (1988), centering on the family members of the matriarch after her sudden death.","Follow-up to the comedy series Roseanne (1988), centering on the family members of the matriarch after her sudden death."
The Cool Kids,"['Charlie Day', 'Paul Fruchbom', 'David Alan Grier', 'Martin Mull', 'Leslie Jordan']","['Official Facebook', 'USA', 'English', '20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA', 'RCG Productions', 'Dolby', 'Color']",1,7.0,2150.0,"['lgbt', 'retirement home', 'retirement', 'retired', 'elderly', 'comedy']",22 min,Three friends at a retirement center have their comfortable existence rattled by a newcomer to the community.,Three friends at a retirement center have their comfortable existence rattled by a newcomer to the community.
The Cosby Show,"['Michael Leeson', 'Bill Cosby', 'Phylicia Rashad', 'Keshia Knight Pulliam']","['USA', 'English', '10 Leroy Street, Greenwich Village, Manhattan, New York City, New York, USA', 'Bill Cosby', 'Stereo', 'Color']",8,7.4,29013.0,"['laugh track', 'complaining', 'based on standup comedy', 'actor name in series title', 'surname in series title', 'comedy', 'family', 'romance']",30 min,"""The Cosby Show"" centers on the lives of the Huxtables: obstetrician Cliff and his lawyer wife Claire, their daughters Sondra, Denise, Vanessa and Rudy, and son Theo. Based on the standup comedy of Bill Cosby, the show focused on his observations of family life. Although based on comedy, the series also addresses some more serious topics, such as learning disabilities and teen pregnancy.",The goings-on in the life of a successful African-American family.
The Cramp Twins,"['Brian Wood', 'Tom Kenny', 'Kath Soucie', 'Nicole Oliver']","['Canada', 'English', 'CanWest Global Communications', 'Mono', 'Color']",4,6.2,2029.0,"['twin brother', 'surrealism', 'brother brother relationship', 'sibling rivalry', 'animation', 'comedy', 'family']",30 min,"The story of a pair of non-identical twin brothers, Lucien and Wayne, who live with their hygiene-crazed mother and their western/country-crazed father in a small town called Soap City. Lucien is a delicate, nature-loving boy, while Wayne is a rough antisocial bully, whose only interest in life is junk. Naturally, some conflicts will ensue.","The story of a pair of non-identical twin brothers, Lucien and Wayne, who live with their hygiene-crazed mother and their western/country-crazed father in a small town called Soap City. "
The Crazy Ones,"['David E. Kelley', 'Robin Williams', 'Sarah Michelle Gellar', 'James Wolk']","['CBS official site', 'USA', 'English', 'Chicago, Illinois, USA', 'David E. Kelley Productions', 'Dolby', 'Color']",1,7.1,11567.0,['comedy'],30 min,"Robin Williams returns to series television in The Crazy Ones, a single-camera workplace comedy about a larger-than-life advertising genius whose unorthodox methods and unpredictable behavior would get him fired... if he weren't the boss. Simon Roberts is the head of a powerful agency, with the biggest clients and brands in the world, but even more important to him is that his daughter Sydney is by his side. As his partner, Sydney is Simon's exact opposite - focused, organized and eager to make a name for herself, but also too busy parenting her father, which she'd resent if he wasn't so brilliant at what he does. Joining them in the firm are the dashing and talented Zach; art director Andrew, who's as hard-working as he is neurotic; and the beautiful and deceptively smart assistant Lauren. With his team and his daughter behind him, Simon continues to set the advertising world on fire, and it looks like they are definitely buying what these crazy ones are selling.",Out-of-the-box Simon Roberts runs an ad agency with his Type-A daughter Sydney.
The Crocodile Hunter,"['Steve Irwin', 'Terri Irwin', 'Michele Santopietro']","['Australia Zoo', 'Australia', 'English', 'Australia Zoo, Sunshine Coast, Queensland, Australia', 'The Best Picture Show Company', 'Color']",8,7.7,2391.0,"['wildlife', 'crocodile', 'animal', 'conservation', 'educational', 'documentary', 'action', 'adventure', 'family', 'reality-tv']",60 min,"Steve Irwin and his wife Terri run a wildlife refuge in Australia which houses many of the continent's most dangerous animals, including the much feared crocodile and numerous venomous snakes. Steve's speciality is the capture and relocation of crocs that have ventured too close to populated areas. Steve prefers to use ropes, sticks and his brute strength to catch the crocs.",Steve and wife Terri educate and entertain on the subject of Australia's all too often dangerous wildlife.
The Crow: Stairway to Heaven,"['Bryce Zabel', 'Mark Dacascos', 'Marc Gomes', 'Sabine Karsenti']","['Canada', 'English', 'Vancouver, British Columbia, Canada', 'Alliance Atlantis Communications', 'Dolby', 'Color']",1,6.6,2058.0,"['musician', 'graveyard', 'makeup', 'blood splatter', 'blood', 'action', 'crime', 'drama', 'fantasy', 'thriller']",43 min,"Eric Draven, a musician, and his girlfriend are killed. Draven returns to life as an undead mime, with psychic powers and a spirit guide (a crow). He first avenges his and his girlfriend's deaths, but finds that he must remain on Earth, separate from her, until he restores the balance between good and evil.","A deceased street musician returns to life, and must restore the balance between good and evil to be reunited with his dead girlfriend."
The Crown,"['Peter Morgan', 'Claire Foy', 'Matt Smith', 'Olivia Colman']","['UK', 'English', 'South Africa', 'Left Bank Pictures', 'Dolby Digital', 'Color']",4,8.7,81904.0,"['queen', 'female protagonist', 'royal family', 'netflix production', 'british monarchy', 'drama', 'history']",58 min,"The Crown focuses on Queen Elizabeth II as a 25-year-old newlywed faced with the daunting prospect of leading the world's most famous monarchy while forging a relationship with legendary Prime Minister, Sir Winston Churchill. The British Empire is in decline, the political world is in disarray, and a young woman takes the throne....a new era is dawning. Peter Morgan's masterfully researched scripts reveal the Queen's private journey behind the public facade with daring frankness. Prepare to be welcomed into the coveted world of power and privilege and behind locked doors in Westminster and Buckingham Palace....the leaders of an empire await.",Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.
